latitude,longitude,name,address
22.2960558200802,114.169363182112,編號379郵箱,尖沙咀廣東道海洋中心對面
22.452934156357,114.167697385376,編號271郵箱,大埔安慈路翠屏花園
22.4094860359218,114.273618693407,編號228郵箱,企嶺下老圍
22.3179098595595,114.168692315586,編號72郵箱,朗豪坊 B2 層郵件派遞室
22.2819736164723,114.222183325588,編號15郵箱,筲箕灣道/太安街
22.325694328043,114.270734292936,編號241郵箱,清水灣道831號清雅苑門口
22.3122631619246,114.219015530965,編號205郵箱,觀塘偉業街142號∕巧明街
22.5005494470216,114.144367773047,編號655郵箱,粉嶺和滿街近帝庭軒外天橋下近小巴站
22.277747020716,114.1862048407,編號168郵箱,加路連山道 / 禮頓道
22.2865333836319,114.148209626411,編號97郵箱,皇后大道西16號
22.3533255201532,114.10900353912,編號229郵箱,青衣翠怡花園近巴士站
22.3032360887543,114.169943150712,編號196郵箱,柯士甸道37號∕廟街
22.2981472877954,114.168865230144,編號81郵箱,尖沙咀廣東道54-66號∕海防道
22.4947045189332,114.138205886566,編號FNG郵箱,粉嶺郵政局
22.2875509615533,114.147239042519,編號40郵箱,德輔道西/皇后街
22.3417816322719,114.192702475166,編號310郵箱,龍翔道 / 龍翔中心近港鐵黄大仙站B1出口
22.3024454497866,114.227237395895,編號234郵箱,茶果嶺道193號
22.2730980652546,114.185858141844,編號285郵箱,樂活道6號
22.3160303664571,114.229512443355,編號351郵箱,翠屏道翠屏邨翠桃樓巴士總站
22.2936798423961,114.168916915507,編號106郵箱,天星小輪碼頭【平郵】
22.2805199922022,114.148825068003,編號91郵箱,干德道31號
22.2737954812463,114.177378892656,編號213郵箱,司徒拔道友邦大廈
22.4610521935693,113.998089257143,編號408郵箱,"天水圍天頌苑頌富廣場一期地下,近便利店"
22.3374974258103,114.19372318989,編號526郵箱,黃大仙大成街 / 大同街
22.2914880218949,114.196431874702,編號169郵箱,北角道/渣華道
22.2485122391895,114.182720206347,編號234郵箱,壽臣山道東11號
22.3863775861844,114.203326079785,編號COS郵箱,沙田第一城郵政局
22.4503387513902,114.137359378401,編號514郵箱,大埔林錦公路近均益士多巴士站
22.438207021632,114.163767980361,編號420郵箱,大埔下碗瑤
22.4450315383196,114.040917444196,編號520郵箱,元朗博愛醫院正門
22.2362155175078,113.950286115898,編號387郵箱,長富街大嶼山
22.3888367315311,113.968024979572,編號464郵箱,屯門業旺路南豐工業城
22.3215682965214,114.172386252286,編號182郵箱,港鐵旺角東站門外 / 旺角政府合署門口
22.2813821421049,114.159879914133,編號239郵箱,遮打道/皇后像廣場
22.2906659757996,114.198471537332,編號74郵箱,英皇道/明園西街
22.3055144963687,114.169585894691,編號52郵箱,油麻地佐敦道37號∕上海街
22.3961526459763,114.284819189347,編號301郵箱,大網仔路黄竹灣村口
22.3189703843489,114.273420277836,編號319郵箱,碧沙路/清水灣道交界
22.3411150594626,114.200963457577,編號433郵箱,龍蟠街近鑽石山港鐵站A1入口
22.269737694848,114.127328330754,編號177郵箱,碧荔道/冠冕台
22.4005736303585,114.202833477713,編號540郵箱,火炭駿景園第三座旁
22.3029048421402,114.251377342191,編號632郵箱,維景灣對出翠嶺路將軍澳
22.2781608948218,114.176861733455,編號102郵箱,史釗域道/軒尼詩道
22.268943669774,114.240009375753,編號78郵箱,永泰道翠灣邨
22.245700179907,114.178966816901,編號62郵箱,黃竹坑道/壽山村道
22.2499060816897,114.139819739611,編號287郵箱,華貴邨巴士總站
22.3494979735072,114.195311902283,編號696郵箱,九龍慈雲山道近沙田坳邨小巴總站
22.2820394761118,114.158981301203,編號212郵箱,聖佐治大廈
22.3433191552106,114.109955844914,編號673郵箱,青衣藍澄灣近小巴站
22.3110827429285,114.18462411534,編號36郵箱,佛光街／信用街
22.2756412261858,114.170593629209,編號137郵箱,皇后大道東/船街
22.2973201077103,114.169382523832,編號407郵箱,海防道∕廣東道新港中心
22.270039519112,114.195029775811,編號289郵箱,"睦誠徑, 渣甸山"
22.4821303924979,114.112228310366,編號322郵箱,粉錦公路蓮塘尾塘公嶺村
22.510859364523,114.109247672687,編號527郵箱,上水河上鄉
22.275955473461,114.195221689735,編號107郵箱,大坑道真光中學
22.3336569216425,114.209977022763,編號10郵箱,坪石邨玉石樓
22.2428749350023,114.16455446067,編號377郵箱,深灣道11號 / 雅濤閣
22.2802701628398,114.186519394754,編號CWB郵箱,銅鑼灣郵政局
22.2859232018144,113.934990868496,編號634郵箱,東涌馬灣涌53號
22.3747791188066,114.115134596292,編號467郵箱,西樓角道38號荃灣政府合署
22.3611305819548,114.123359154947,編號KSG郵箱,葵盛郵政局
22.3191351474803,114.165904695583,編號118郵箱,大角咀塘尾道29號周勝記商業大厦
22.498896111525,114.078135052977,編號SNT郵箱,新田郵政局
22.4279819514632,113.997339009814,編號600郵箱,丹桂村路玉桂園傍近專線小巴站
22.3939895086028,113.972971885487,編號667郵箱,港鐵屯門站近客務中心
22.321858202764,114.180278304636,編號195郵箱,登巴道 / 嘉齡道
22.5099606092761,114.160089324159,編號165郵箱,沙頭角公路軍地
22.323892715407,114.170695344782,編號215郵箱,洗衣街201-3號 / 太子道
22.3447206077213,114.150409180502,編號92郵箱,長沙灣大埔道∕郝德傑道
22.3440564777813,114.199848552056,編號189郵箱,慈雲山鳳德邨OK便利店對面
22.3178009626488,114.192258145825,編號TKW郵箱,土瓜灣郵政局
22.2812478404354,114.162527969968,編號322郵箱,夏愨道 10號
22.3648179496206,114.055246436091,編號471郵箱,青龍頭浪翠園第三期更亭側對面巴士站
