latitude,longitude,name,address
22.3972065038866,114.193296295466,火炭郵政局,沙田火炭山尾街18至24號沙田商業中心地下
22.4774703406182,114.044947482529,錦繡花園郵政局,元朗錦繡花園銀杏路市中心地下3D號舖位
22.4088684705564,114.221890298258,錦泰郵政局,新界馬鞍山錦泰苑錦泰商場地下6號舖位
22.3045172699124,114.188345595507,紅磡灣郵政局,紅磡黃埔花園錦桃苑第十四座地下
22.3059997053073,114.251214969564,彩明郵政局,將軍澳彩明苑彩明商場擴展部份地下240號舖位
22.3791050000516,114.13587832092,梨木樹郵政局,梨木樹邨松樹樓B翼地下
22.498896111525,114.078135052977,新田郵政局,青山公路新田段1A號
22.3662310665099,114.118240454925,楊屋道郵政局,荃灣楊屋道138號樂悠居1樓15號舖
22.2998578196818,114.181328774503,國際郵件中心郵政局,梳士巴利道80號
22.2866948841212,114.218619706336,太古城郵政局,太古城太豐路1至3號金星閣地下G1020至1022號舖位
22.2616424389136,114.129761523475,數碼港郵政局,香港數碼港道100號數碼港零售服務中心一樓5至8號舖
22.2803514339271,114.186597026528,銅鑼灣郵政局,銅鑼灣告士打道311號皇室堡10樓1015至1018號舖
22.4027194752552,113.970296208108,大興郵政局,屯門大興邨商場地下63號舖位
22.2995959389648,114.172594625893,加連威老道郵政局,加連威老道2至6號愛賓商業大廈地下G3號舖位
22.2650861621771,114.241326174904,柴灣郵政局,柴灣道漁灣邨行政大樓
22.3380074386144,114.137773541025,美孚新邨郵政局,西鐵美孚站地下MF115號舖
22.3110079753843,114.258913990688,尚德郵政局,將軍澳尚德邨尚德商場2樓229號舖位
22.4166870972893,114.227866137824,恆安郵政局,沙田馬鞍山恆安邨恆安商場第2層232號舖位
22.332204192511,114.156363781554,麗閣郵政局,麗閣邨麗萱樓第1層5及6號舖位
22.3692036300624,114.181165938684,新翠郵政局,沙田新翠邨商場地下8號舖位
22.2068194491046,114.028346375456,長洲郵政局,大興堤路2號長洲市政大廈地下
22.4947045189332,114.138205886566,粉嶺郵政局,粉嶺璧峰路3號北區政府合署地下
22.3673095799381,114.130172712621,葵涌郵政局,葵涌葵涌邨秋葵樓地下11號舖位
22.378216160405,114.176350036395,美林郵政局,沙田美林邨美林商場1樓35至37號舖位
22.3392038793817,114.186727316267,樂富郵政局,九龍橫頭磡聯合道198號樂富中心3樓3152號舖
22.3173164246403,114.266352335089,將軍澳郵政局,將軍澳厚德邨厚德商場地下G30至G32號舖位
22.2856515425327,114.196301032077,雲景道郵政局,雲景道33號牛奶公司商場地下6及7號舖位
22.2834663627508,114.159408073512,郵政總局,中環康樂廣場2號
22.2182346842202,114.213264948974,赤柱郵政局,黃麻角道2號
22.4264624179243,114.241011928385,利安郵政局,馬鞍山利安邨商場地下低層第2層LG202號舖位
22.2818166994324,114.12907553853,堅尼地城郵政局,香港堅尼地城石山街12號堅尼地城社區綜合大樓地下
22.3318617776101,114.163537179287,深水埗郵政局,元洲街55號地下
22.3855486340183,114.186905380581,沙田中央郵政局,沙田上禾輋路一號沙田政府合署一樓
22.3747669909758,114.124266668331,石圍角郵政局,荃灣石圍角邨石芳樓地下S8及S9號舖位
22.2587365380661,114.137145548895,薄扶林郵政局,薄扶林置富花園富榮苑第H-19座地下
22.3488963176418,114.105462261045,青衣郵政局,長康邨康貴樓地下1號舖位
22.289199597903,113.939343218133,東涌郵政局,大嶼山東涌美東街6號地下
